case_id,model_tier,model_version,strategy,prompt_version,seed,output_type,answer_text,citations,confidence,correct,citation_valid,input_tokens,output_tokens,cost_usd,latency_ms,timestamp,raw_response_path,run_id,prompt_sha256,dataset_sha256,corpus_manifest_sha256,retrieved_passage_ids,attempt_count,raw_response_paths,requested_models,actual_models_used,system_fingerprints,finish_reasons,error_state,scoring_status,scoring_note,budget_guard_cost_usd,price_table_version,price_table_sha256
case_0188,capable,gpt-5.4-2026-03-05,single_pass,base-v1.0.0,20260831,ABSTAIN,,[],0.01,true,,3053,30,0.008082500000,986,2026-08-31T03:47:28.207Z,results/raw/pilot_v1__capable__single_pass__1b1581710af2__beec0d744d65/case_0188/call-01-attempt-01.json,pilot_v1__capable__single_pass__1b1581710af2__beec0d744d65,beec0d744d65db701dfb3b68082ee0ef86e7e10486f05e8b39a1ebf178c22eda,1b1581710af22995c47da1aae2c481b23a293be168a20d5e5765a03d4b4e5cc0,a21a88481f955ea9cfc84c014e0af771b4f5ceca19b1cf470cfc35a19c747920,"[""asic_rg271-p0025-c002-cf7e92ab69f7"", ""fwo_nes-p0001-c001-309168a0031e"", ""asic_rg271-p0001-c001-27fa42cfe818"", ""fwo_dispute_resolution-p0004-c002-51dcb90360e5"", ""asic_rg271-p0052-c002-58484462157f"", ""asic_rg271-p0012-c001-c13258ebad5f"", ""asic_rg271-p0004-c002-27aaa5097a79"", ""asic_rg271-p0033-c001-79a60fdf3fe9""]",1,"[""results/raw/pilot_v1__capable__single_pass__1b1581710af2__beec0d744d65/case_0188/call-01-attempt-01.json""]","[""gpt-5.4-2026-03-05""]","[""gpt-5.4-2026-03-05""]",[],"[""stop""]",,deterministic,deterministic label,0.056425000000,openai-standard-2026-08-31,217b709f860486e367878551c3e5034b05d84ed7ee4ed18267746dcc30f4aa9b
case_0209,capable,gpt-5.4-2026-03-05,single_pass,base-v1.0.0,20260831,ANSWER,"A financial firm’s dispute resolution system ordinarily has two components: internal dispute resolution (IDR) and external dispute resolution through AFCA. RG 271 says ASIC oversees “the dispute resolution system, which includes setting the standards and requirements for financial firms’ IDR processes and oversight of AFCA” [asic_rg271-p0009-c001-cda643a3d5fd], and the guide explains what firms must do to have “an internal dispute resolution (IDR) system” and should be read with RG 267 on “Oversight of the Australian Financial Complaints Authority (RG 267)” [asic_rg271-p0001-c001-27fa42cfe818].","[""asic_rg271-p0009-c001-cda643a3d5fd"", ""asic_rg271-p0001-c001-27fa42cfe818""]",0.79,,,3742,201,0.012370000000,1949,2026-08-31T03:47:30.157Z,results/raw/pilot_v1__capable__single_pass__1b1581710af2__beec0d744d65/case_0209/call-01-attempt-01.json,pilot_v1__capable__single_pass__1b1581710af2__beec0d744d65,beec0d744d65db701dfb3b68082ee0ef86e7e10486f05e8b39a1ebf178c22eda,1b1581710af22995c47da1aae2c481b23a293be168a20d5e5765a03d4b4e5cc0,a21a88481f955ea9cfc84c014e0af771b4f5ceca19b1cf470cfc35a19c747920,"[""fwo_nes-p0001-c001-309168a0031e"", ""asic_rg271-p0015-c001-29fdc2ba5f4c"", ""asic_rg271-p0020-c001-065c65220d78"", ""asic_rg271-p0009-c001-cda643a3d5fd"", ""fwo_nes-p0001-c002-e38bf8c54211"", ""asic_rg271-p0001-c001-27fa42cfe818"", ""asic_rg271-p0019-c001-fe57db53dd3b"", ""asic_rg271-p0007-c002-a9c843616e09""]",1,"[""results/raw/pilot_v1__capable__single_pass__1b1581710af2__beec0d744d65/case_0209/call-01-attempt-01.json""]","[""gpt-5.4-2026-03-05""]","[""gpt-5.4-2026-03-05""]",[],"[""stop""]",,pending_manual_adjudication,manual answer and citation adjudication required,0.064405000000,openai-standard-2026-08-31,217b709f860486e367878551c3e5034b05d84ed7ee4ed18267746dcc30f4aa9b
case_0216,capable,gpt-5.4-2026-03-05,single_pass,base-v1.0.0,20260831,ANSWER,"No. A customer is “not required to expressly state the word ‘complaint’ or ‘dispute’, or put their complaint in writing” to trigger the firm’s IDR obligations, and firms should not reject a matter merely because it is raised verbally. Firms should offer multiple lodgement methods, “including telephone, email, letter, social media, in person, or online.”","[""asic_rg271-p0014-c001-2450831dba3b"", ""asic_rg271-p0038-c002-6ac5a8d18495""]",0.98,,,3192,141,0.010095000000,1812,2026-08-31T03:47:31.971Z,results/raw/pilot_v1__capable__single_pass__1b1581710af2__beec0d744d65/case_0216/call-01-attempt-01.json,pilot_v1__capable__single_pass__1b1581710af2__beec0d744d65,beec0d744d65db701dfb3b68082ee0ef86e7e10486f05e8b39a1ebf178c22eda,1b1581710af22995c47da1aae2c481b23a293be168a20d5e5765a03d4b4e5cc0,a21a88481f955ea9cfc84c014e0af771b4f5ceca19b1cf470cfc35a19c747920,"[""asic_rg271-p0038-c002-6ac5a8d18495"", ""asic_rg271-p0014-c001-2450831dba3b"", ""asic_rg271-p0032-c001-61d82cea4a65"", ""asic_rg271-p0038-c001-92aac2e26dd4"", ""asic_rg271-p0013-c002-bb0917000e53"", ""asic_rg271-p0045-c001-5511043e4931"", ""asic_rg271-p0019-c001-fe57db53dd3b"", ""asic_rg271-p0046-c002-e0c5a767477d""]",1,"[""results/raw/pilot_v1__capable__single_pass__1b1581710af2__beec0d744d65/case_0216/call-01-attempt-01.json""]","[""gpt-5.4-2026-03-05""]","[""gpt-5.4-2026-03-05""]",[],"[""stop""]",,pending_manual_adjudication,manual answer and citation adjudication required,0.058272500000,openai-standard-2026-08-31,217b709f860486e367878551c3e5034b05d84ed7ee4ed18267746dcc30f4aa9b
case_0226,capable,gpt-5.4-2026-03-05,single_pass,base-v1.0.0,20260831,ABSTAIN,,[],0.18,false,,3904,30,0.010210000000,1029,2026-08-31T03:47:33.001Z,results/raw/pilot_v1__capable__single_pass__1b1581710af2__beec0d744d65/case_0226/call-01-attempt-01.json,pilot_v1__capable__single_pass__1b1581710af2__beec0d744d65,beec0d744d65db701dfb3b68082ee0ef86e7e10486f05e8b39a1ebf178c22eda,1b1581710af22995c47da1aae2c481b23a293be168a20d5e5765a03d4b4e5cc0,a21a88481f955ea9cfc84c014e0af771b4f5ceca19b1cf470cfc35a19c747920,"[""fwo_nes-p0002-c001-ccbca03b65ab"", ""asic_rg271-p0033-c001-79a60fdf3fe9"", ""fwo_dispute_resolution-p0013-c001-d096fff26b96"", ""asic_rg271-p0002-c001-80ab0a2750b9"", ""asic_rg271-p0038-c001-92aac2e26dd4"", ""fwo_dispute_resolution-p0009-c001-20723c6f1697"", ""fwo_dispute_resolution-p0002-c001-b5913d14d74a"", ""fwo_dispute_resolution-p0005-c001-96e1de939bfe""]",1,"[""results/raw/pilot_v1__capable__single_pass__1b1581710af2__beec0d744d65/case_0226/call-01-attempt-01.json""]","[""gpt-5.4-2026-03-05""]","[""gpt-5.4-2026-03-05""]",[],"[""stop""]",,deterministic,deterministic label,0.066932500000,openai-standard-2026-08-31,217b709f860486e367878551c3e5034b05d84ed7ee4ed18267746dcc30f4aa9b
case_0233,capable,gpt-5.4-2026-03-05,single_pass,base-v1.0.0,20260831,ANSWER,An RG 271 IDR delay notification must inform the complainant about: (1) the reasons for the delay; (2) their right to complain to AFCA if they are dissatisfied; and (3) the contact details for AFCA. [asic_rg271-p0023-c001-94f83792660d],"[""asic_rg271-p0023-c001-94f83792660d""]",0.98,,,3676,112,0.010870000000,1585,2026-08-31T03:47:34.588Z,results/raw/pilot_v1__capable__single_pass__1b1581710af2__beec0d744d65/case_0233/call-01-attempt-01.json,pilot_v1__capable__single_pass__1b1581710af2__beec0d744d65,beec0d744d65db701dfb3b68082ee0ef86e7e10486f05e8b39a1ebf178c22eda,1b1581710af22995c47da1aae2c481b23a293be168a20d5e5765a03d4b4e5cc0,a21a88481f955ea9cfc84c014e0af771b4f5ceca19b1cf470cfc35a19c747920,"[""asic_rg271-p0023-c002-ff9992fc02f9"", ""asic_rg271-p0023-c001-94f83792660d"", ""asic_rg271-p0024-c001-b4bba4141d6f"", ""asic_rg271-p0003-c001-cdd11f23d51f"", ""asic_rg271-p0033-c001-79a60fdf3fe9"", ""asic_rg271-p0026-c001-cc581125fdf3"", ""asic_rg271-p0020-c001-065c65220d78"", ""asic_rg271-p0042-c001-93262950c49e""]",1,"[""results/raw/pilot_v1__capable__single_pass__1b1581710af2__beec0d744d65/case_0233/call-01-attempt-01.json""]","[""gpt-5.4-2026-03-05""]","[""gpt-5.4-2026-03-05""]",[],"[""stop""]",,pending_manual_adjudication,manual answer and citation adjudication required,0.065002500000,openai-standard-2026-08-31,217b709f860486e367878551c3e5034b05d84ed7ee4ed18267746dcc30f4aa9b
case_0257,capable,gpt-5.4-2026-03-05,single_pass,base-v1.0.0,20260831,ANSWER,"If a dispute can’t be resolved by discussion internally, the guide says there should be “a path for escalation” and, if senior management escalation isn’t possible and the matter remains unresolved, “you could seek third-party assistance to help resolve the matter” [fwo_dispute_resolution-p0008-c002-dec9ca7c9c5d]. Separately, for a pay or entitlements dispute, the Fair Work Ombudsman “may offer you our no-cost dispute assistance service” [fwo_dispute_resolution-p0010-c001-fcbb30ef4ad7].","[""fwo_dispute_resolution-p0008-c002-dec9ca7c9c5d"", ""fwo_dispute_resolution-p0010-c001-fcbb30ef4ad7""]",0.95,,,3315,187,0.011092500000,1853,2026-08-31T03:47:36.442Z,results/raw/pilot_v1__capable__single_pass__1b1581710af2__beec0d744d65/case_0257/call-01-attempt-01.json,pilot_v1__capable__single_pass__1b1581710af2__beec0d744d65,beec0d744d65db701dfb3b68082ee0ef86e7e10486f05e8b39a1ebf178c22eda,1b1581710af22995c47da1aae2c481b23a293be168a20d5e5765a03d4b4e5cc0,a21a88481f955ea9cfc84c014e0af771b4f5ceca19b1cf470cfc35a19c747920,"[""fwo_dispute_resolution-p0010-c001-fcbb30ef4ad7"", ""fwo_dispute_resolution-p0004-c002-51dcb90360e5"", ""fwo_dispute_resolution-p0013-c001-d096fff26b96"", ""fwo_dispute_resolution-p0011-c001-229dc07ce14d"", ""fwo_dispute_resolution-p0008-c002-dec9ca7c9c5d"", ""fwo_dispute_resolution-p0013-c002-4c207fab1c1c"", ""fwo_dispute_resolution-p0005-c001-96e1de939bfe"", ""fwo_dispute_resolution-p0006-c001-f6b6301cc089""]",1,"[""results/raw/pilot_v1__capable__single_pass__1b1581710af2__beec0d744d65/case_0257/call-01-attempt-01.json""]","[""gpt-5.4-2026-03-05""]","[""gpt-5.4-2026-03-05""]",[],"[""stop""]",,pending_manual_adjudication,manual answer and citation adjudication required,0.060447500000,openai-standard-2026-08-31,217b709f860486e367878551c3e5034b05d84ed7ee4ed18267746dcc30f4aa9b
case_0263,capable,gpt-5.4-2026-03-05,single_pass,base-v1.0.0,20260831,ABSTAIN,,[],0.02,true,,3475,30,0.009137500000,1016,2026-08-31T03:47:37.459Z,results/raw/pilot_v1__capable__single_pass__1b1581710af2__beec0d744d65/case_0263/call-01-attempt-01.json,pilot_v1__capable__single_pass__1b1581710af2__beec0d744d65,beec0d744d65db701dfb3b68082ee0ef86e7e10486f05e8b39a1ebf178c22eda,1b1581710af22995c47da1aae2c481b23a293be168a20d5e5765a03d4b4e5cc0,a21a88481f955ea9cfc84c014e0af771b4f5ceca19b1cf470cfc35a19c747920,"[""asic_rg271-p0028-c001-c4d0879b3776"", ""asic_rg271-p0028-c002-cd387cbf4710"", ""asic_rg271-p0020-c001-065c65220d78"", ""asic_rg271-p0052-c002-58484462157f"", ""asic_rg271-p0027-c002-6893af7f5030"", ""asic_rg271-p0027-c001-f6727674ec3d"", ""asic_rg271-p0052-c001-1646aff2d006"", ""asic_rg271-p0043-c001-530991c66702""]",1,"[""results/raw/pilot_v1__capable__single_pass__1b1581710af2__beec0d744d65/case_0263/call-01-attempt-01.json""]","[""gpt-5.4-2026-03-05""]","[""gpt-5.4-2026-03-05""]",[],"[""stop""]",,deterministic,deterministic label,0.059502500000,openai-standard-2026-08-31,217b709f860486e367878551c3e5034b05d84ed7ee4ed18267746dcc30f4aa9b
case_0264,capable,gpt-5.4-2026-03-05,single_pass,base-v1.0.0,20260831,ANSWER,"A credit representative does not need its own ASIC-compliant IDR process; the credit licensee’s IDR process must cover disputes relating to its credit representatives. Complaints on a firm-owned social-media account can be complaints where the author is identifiable and contactable, and representatives of financial firms must refer those social-media complaints to their licensee, as they do for complaints received through other channels. [asic_rg271-p0006-c002-6520ea5bf079, asic_rg271-p0014-c001-2450831dba3b, asic_rg271-p0014-c002-c83027a54f40]","[""asic_rg271-p0006-c002-6520ea5bf079"", ""asic_rg271-p0014-c001-2450831dba3b"", ""asic_rg271-p0014-c002-c83027a54f40""]",0.95,,,3172,209,0.011065000000,2003,2026-08-31T03:47:39.464Z,results/raw/pilot_v1__capable__single_pass__1b1581710af2__beec0d744d65/case_0264/call-01-attempt-01.json,pilot_v1__capable__single_pass__1b1581710af2__beec0d744d65,beec0d744d65db701dfb3b68082ee0ef86e7e10486f05e8b39a1ebf178c22eda,1b1581710af22995c47da1aae2c481b23a293be168a20d5e5765a03d4b4e5cc0,a21a88481f955ea9cfc84c014e0af771b4f5ceca19b1cf470cfc35a19c747920,"[""asic_rg271-p0014-c001-2450831dba3b"", ""asic_rg271-p0019-c001-fe57db53dd3b"", ""asic_rg271-p0039-c001-6965df983e7f"", ""asic_rg271-p0014-c002-c83027a54f40"", ""asic_rg271-p0038-c002-6ac5a8d18495"", ""asic_rg271-p0006-c002-6520ea5bf079"", ""asic_rg271-p0013-c002-bb0917000e53"", ""asic_rg271-p0008-c002-8f54c97d110a""]",1,"[""results/raw/pilot_v1__capable__single_pass__1b1581710af2__beec0d744d65/case_0264/call-01-attempt-01.json""]","[""gpt-5.4-2026-03-05""]","[""gpt-5.4-2026-03-05""]",[],"[""stop""]",,pending_manual_adjudication,manual answer and citation adjudication required,0.057597500000,openai-standard-2026-08-31,217b709f860486e367878551c3e5034b05d84ed7ee4ed18267746dcc30f4aa9b
case_0288,capable,gpt-5.4-2026-03-05,single_pass,base-v1.0.0,20260831,ABSTAIN,,[],0.98,true,,3649,30,0.009572500000,1003,2026-08-31T03:47:40.469Z,results/raw/pilot_v1__capable__single_pass__1b1581710af2__beec0d744d65/case_0288/call-01-attempt-01.json,pilot_v1__capable__single_pass__1b1581710af2__beec0d744d65,beec0d744d65db701dfb3b68082ee0ef86e7e10486f05e8b39a1ebf178c22eda,1b1581710af22995c47da1aae2c481b23a293be168a20d5e5765a03d4b4e5cc0,a21a88481f955ea9cfc84c014e0af771b4f5ceca19b1cf470cfc35a19c747920,"[""asic_rg271-p0045-c001-5511043e4931"", ""asic_rg271-p0024-c001-b4bba4141d6f"", ""asic_rg271-p0033-c001-79a60fdf3fe9"", ""asic_rg271-p0013-c002-bb0917000e53"", ""asic_rg271-p0021-c001-eedd18e219b1"", ""asic_rg271-p0038-c001-92aac2e26dd4"", ""asic_rg271-p0021-c002-f2a3afc18de5"", ""asic_rg271-p0013-c001-a53d7d32bf80""]",1,"[""results/raw/pilot_v1__capable__single_pass__1b1581710af2__beec0d744d65/case_0288/call-01-attempt-01.json""]","[""gpt-5.4-2026-03-05""]","[""gpt-5.4-2026-03-05""]",[],"[""stop""]",,deterministic,deterministic label,0.061857500000,openai-standard-2026-08-31,217b709f860486e367878551c3e5034b05d84ed7ee4ed18267746dcc30f4aa9b
case_0290,capable,gpt-5.4-2026-03-05,single_pass,base-v1.0.0,20260831,ANSWER,"For complaints about superannuation death benefit distributions, the IDR response is due no later than 90 calendar days after the expiry of the 28 calendar day period for objecting to the proposed death benefit distribution. [asic_rg271-p0022-c001-c82f21d3ee0b, asic_rg271-p0027-c001-f6727674ec3d]","[""asic_rg271-p0022-c001-c82f21d3ee0b"", ""asic_rg271-p0027-c001-f6727674ec3d""]",0.98,,,3741,142,0.011482500000,1621,2026-08-31T03:47:42.090Z,results/raw/pilot_v1__capable__single_pass__1b1581710af2__beec0d744d65/case_0290/call-01-attempt-01.json,pilot_v1__capable__single_pass__1b1581710af2__beec0d744d65,beec0d744d65db701dfb3b68082ee0ef86e7e10486f05e8b39a1ebf178c22eda,1b1581710af22995c47da1aae2c481b23a293be168a20d5e5765a03d4b4e5cc0,a21a88481f955ea9cfc84c014e0af771b4f5ceca19b1cf470cfc35a19c747920,"[""asic_rg271-p0023-c002-ff9992fc02f9"", ""asic_rg271-p0023-c001-94f83792660d"", ""asic_rg271-p0022-c002-f82589af8eb4"", ""asic_rg271-p0027-c001-f6727674ec3d"", ""asic_rg271-p0020-c001-065c65220d78"", ""asic_rg271-p0024-c001-b4bba4141d6f"", ""asic_rg271-p0022-c001-c82f21d3ee0b"", ""asic_rg271-p0028-c001-c4d0879b3776""]",1,"[""results/raw/pilot_v1__capable__single_pass__1b1581710af2__beec0d744d65/case_0290/call-01-attempt-01.json""]","[""gpt-5.4-2026-03-05""]","[""gpt-5.4-2026-03-05""]",[],"[""stop""]",,pending_manual_adjudication,manual answer and citation adjudication required,0.063747500000,openai-standard-2026-08-31,217b709f860486e367878551c3e5034b05d84ed7ee4ed18267746dcc30f4aa9b
