case_id,model_tier,model_version,strategy,prompt_version,seed,output_type,answer_text,citations,confidence,correct,citation_valid,input_tokens,fresh_input_tokens,cached_input_tokens,output_tokens,cost_usd,latency_ms,timestamp,raw_response_path,run_id,prompt_sha256,dataset_sha256,corpus_manifest_sha256,retrieved_passage_ids,attempt_count,raw_response_paths,requested_models,actual_models_used,system_fingerprints,finish_reasons,error_state,scoring_status,scoring_note,budget_guard_cost_usd,price_table_version,price_table_sha256
case_0062,cheap,gpt-5.4-nano-2026-03-17,self_check,base-v1.0.0+critic-v1.0.0,20260831,ABSTAIN,,[],0.02,true,,6244,3428,2816,60,0.000816920000,2960,2026-08-31T07:27:51.314Z,results/raw/full_r3_v1__cheap__self_check__1b1581710af2__af282e540fce/case_0062/call-02-attempt-01.json,full_r3_v1__cheap__self_check__1b1581710af2__af282e540fce,af282e540fce4e9e9e354ee5fddfd367ffbe050c134287a35f29653f7d8a5adc,1b1581710af22995c47da1aae2c481b23a293be168a20d5e5765a03d4b4e5cc0,a21a88481f955ea9cfc84c014e0af771b4f5ceca19b1cf470cfc35a19c747920,"[""asic_rg271-p0044-c001-332ffec942d6"", ""asic_rg271-p0016-c002-95dd91435eb9"", ""fwo_dispute_resolution-p0009-c002-3d485db7e021"", ""fwo_dispute_resolution-p0009-c001-20723c6f1697"", ""asic_rg271-p0051-c002-82fabd4bb37b"", ""asic_rg271-p0030-c001-01c8b4e666b6"", ""asic_rg271-p0043-c001-530991c66702"", ""asic_rg271-p0027-c001-f6727674ec3d""]",2,"[""results/raw/full_r3_v1__cheap__self_check__1b1581710af2__af282e540fce/case_0062/call-01-attempt-01.json"", ""results/raw/full_r3_v1__cheap__self_check__1b1581710af2__af282e540fce/case_0062/call-02-attempt-01.json""]","[""gpt-5.4-nano-2026-03-17"", ""gpt-5.4-nano-2026-03-17""]","[""gpt-5.4-nano-2026-03-17"", ""gpt-5.4-nano-2026-03-17""]",[],"[""stop"", ""stop""]",,deterministic,deterministic label,0.004264000000,openai-standard-2026-08-31,217b709f860486e367878551c3e5034b05d84ed7ee4ed18267746dcc30f4aa9b
case_0063,cheap,gpt-5.4-nano-2026-03-17,self_check,base-v1.0.0+critic-v1.0.0,20260831,ABSTAIN,,[],0.0,false,,7554,4738,2816,60,0.001078920000,1917,2026-08-31T07:27:53.232Z,results/raw/full_r3_v1__cheap__self_check__1b1581710af2__af282e540fce/case_0063/call-02-attempt-01.json,full_r3_v1__cheap__self_check__1b1581710af2__af282e540fce,af282e540fce4e9e9e354ee5fddfd367ffbe050c134287a35f29653f7d8a5adc,1b1581710af22995c47da1aae2c481b23a293be168a20d5e5765a03d4b4e5cc0,a21a88481f955ea9cfc84c014e0af771b4f5ceca19b1cf470cfc35a19c747920,"[""asic_rg271-p0022-c001-c82f21d3ee0b"", ""asic_rg271-p0028-c001-c4d0879b3776"", ""asic_rg271-p0003-c001-cdd11f23d51f"", ""asic_rg271-p0031-c001-6da530809372"", ""asic_rg271-p0029-c001-951a4fdedd90"", ""asic_rg271-p0024-c001-b4bba4141d6f"", ""asic_rg271-p0023-c001-94f83792660d"", ""asic_rg271-p0019-c001-fe57db53dd3b""]",2,"[""results/raw/full_r3_v1__cheap__self_check__1b1581710af2__af282e540fce/case_0063/call-01-attempt-01.json"", ""results/raw/full_r3_v1__cheap__self_check__1b1581710af2__af282e540fce/case_0063/call-02-attempt-01.json""]","[""gpt-5.4-nano-2026-03-17"", ""gpt-5.4-nano-2026-03-17""]","[""gpt-5.4-nano-2026-03-17"", ""gpt-5.4-nano-2026-03-17""]",[],"[""stop"", ""stop""]",,deterministic,deterministic label,0.004526000000,openai-standard-2026-08-31,217b709f860486e367878551c3e5034b05d84ed7ee4ed18267746dcc30f4aa9b
case_0064,cheap,gpt-5.4-nano-2026-03-17,self_check,base-v1.0.0+critic-v1.0.0,20260831,ANSWER,"Yes—if the post is on a social media channel or account owned or controlled by the financial firm that is the subject of the post, and the author is both identifiable and contactable, then the post is a “complaint” and the firm must deal with it through its IDR process.","[""asic_rg271-p0014-c001-2450831dba3b"", ""asic_rg271-p0013-c001-a53d7d32bf80""]",0.9,,,6583,3767,2816,234,0.001102220000,2582,2026-08-31T07:27:55.817Z,results/raw/full_r3_v1__cheap__self_check__1b1581710af2__af282e540fce/case_0064/call-02-attempt-01.json,full_r3_v1__cheap__self_check__1b1581710af2__af282e540fce,af282e540fce4e9e9e354ee5fddfd367ffbe050c134287a35f29653f7d8a5adc,1b1581710af22995c47da1aae2c481b23a293be168a20d5e5765a03d4b4e5cc0,a21a88481f955ea9cfc84c014e0af771b4f5ceca19b1cf470cfc35a19c747920,"[""asic_rg271-p0014-c002-c83027a54f40"", ""asic_rg271-p0014-c001-2450831dba3b"", ""asic_rg271-p0013-c001-a53d7d32bf80"", ""asic_rg271-p0013-c002-bb0917000e53"", ""asic_rg271-p0019-c001-fe57db53dd3b"", ""asic_rg271-p0041-c001-240a1feebad6"", ""asic_rg271-p0038-c002-6ac5a8d18495"", ""asic_rg271-p0035-c001-c3bc1825ac83""]",2,"[""results/raw/full_r3_v1__cheap__self_check__1b1581710af2__af282e540fce/case_0064/call-01-attempt-01.json"", ""results/raw/full_r3_v1__cheap__self_check__1b1581710af2__af282e540fce/case_0064/call-02-attempt-01.json""]","[""gpt-5.4-nano-2026-03-17"", ""gpt-5.4-nano-2026-03-17""]","[""gpt-5.4-nano-2026-03-17"", ""gpt-5.4-nano-2026-03-17""]",[],"[""stop"", ""stop""]",,pending_manual_adjudication,manual answer and citation adjudication required,0.004331800000,openai-standard-2026-08-31,217b709f860486e367878551c3e5034b05d84ed7ee4ed18267746dcc30f4aa9b
case_0065,cheap,gpt-5.4-nano-2026-03-17,self_check,base-v1.0.0+critic-v1.0.0,20260831,ABSTAIN,,[],0.98,true,,7320,4504,2816,60,0.001032120000,1943,2026-08-31T07:27:57.761Z,results/raw/full_r3_v1__cheap__self_check__1b1581710af2__af282e540fce/case_0065/call-02-attempt-01.json,full_r3_v1__cheap__self_check__1b1581710af2__af282e540fce,af282e540fce4e9e9e354ee5fddfd367ffbe050c134287a35f29653f7d8a5adc,1b1581710af22995c47da1aae2c481b23a293be168a20d5e5765a03d4b4e5cc0,a21a88481f955ea9cfc84c014e0af771b4f5ceca19b1cf470cfc35a19c747920,"[""fwo_dispute_resolution-p0010-c002-4f814531e440"", ""asic_rg271-p0043-c001-530991c66702"", ""fwo_dispute_resolution-p0007-c001-d4d8c6bac927"", ""fwo_dispute_resolution-p0002-c001-b5913d14d74a"", ""fwo_dispute_resolution-p0012-c001-ea3701250a07"", ""asic_rg271-p0016-c001-1d36cbf1ff44"", ""fwo_dispute_resolution-p0004-c001-b24117433e9a"", ""fwo_dispute_resolution-p0003-c001-1a4a5fb3c291""]",2,"[""results/raw/full_r3_v1__cheap__self_check__1b1581710af2__af282e540fce/case_0065/call-01-attempt-01.json"", ""results/raw/full_r3_v1__cheap__self_check__1b1581710af2__af282e540fce/case_0065/call-02-attempt-01.json""]","[""gpt-5.4-nano-2026-03-17"", ""gpt-5.4-nano-2026-03-17""]","[""gpt-5.4-nano-2026-03-17"", ""gpt-5.4-nano-2026-03-17""]",[],"[""stop"", ""stop""]",,deterministic,deterministic label,0.004479200000,openai-standard-2026-08-31,217b709f860486e367878551c3e5034b05d84ed7ee4ed18267746dcc30f4aa9b
case_0066,cheap,gpt-5.4-nano-2026-03-17,self_check,base-v1.0.0+critic-v1.0.0,20260831,ABSTAIN,,[],0.2,false,,7730,4914,2816,60,0.001114120000,2391,2026-08-31T07:28:00.154Z,results/raw/full_r3_v1__cheap__self_check__1b1581710af2__af282e540fce/case_0066/call-02-attempt-01.json,full_r3_v1__cheap__self_check__1b1581710af2__af282e540fce,af282e540fce4e9e9e354ee5fddfd367ffbe050c134287a35f29653f7d8a5adc,1b1581710af22995c47da1aae2c481b23a293be168a20d5e5765a03d4b4e5cc0,a21a88481f955ea9cfc84c014e0af771b4f5ceca19b1cf470cfc35a19c747920,"[""asic_rg271-p0007-c001-77021d86c294"", ""asic_rg271-p0007-c002-a9c843616e09"", ""asic_rg271-p0005-c001-bdeeadc501e5"", ""asic_rg271-p0020-c001-065c65220d78"", ""asic_rg271-p0001-c001-27fa42cfe818"", ""asic_rg271-p0050-c001-37172ed0ad2c"", ""asic_rg271-p0029-c001-951a4fdedd90"", ""asic_rg271-p0055-c001-19150792e10e""]",2,"[""results/raw/full_r3_v1__cheap__self_check__1b1581710af2__af282e540fce/case_0066/call-01-attempt-01.json"", ""results/raw/full_r3_v1__cheap__self_check__1b1581710af2__af282e540fce/case_0066/call-02-attempt-01.json""]","[""gpt-5.4-nano-2026-03-17"", ""gpt-5.4-nano-2026-03-17""]","[""gpt-5.4-nano-2026-03-17"", ""gpt-5.4-nano-2026-03-17""]",[],"[""stop"", ""stop""]",,deterministic,deterministic label,0.004561200000,openai-standard-2026-08-31,217b709f860486e367878551c3e5034b05d84ed7ee4ed18267746dcc30f4aa9b
case_0067,cheap,gpt-5.4-nano-2026-03-17,self_check,base-v1.0.0+critic-v1.0.0,20260831,ABSTAIN,,[],0.98,true,,6772,3956,2816,60,0.000922520000,1950,2026-08-31T07:28:02.105Z,results/raw/full_r3_v1__cheap__self_check__1b1581710af2__af282e540fce/case_0067/call-02-attempt-01.json,full_r3_v1__cheap__self_check__1b1581710af2__af282e540fce,af282e540fce4e9e9e354ee5fddfd367ffbe050c134287a35f29653f7d8a5adc,1b1581710af22995c47da1aae2c481b23a293be168a20d5e5765a03d4b4e5cc0,a21a88481f955ea9cfc84c014e0af771b4f5ceca19b1cf470cfc35a19c747920,"[""fwo_dispute_resolution-p0005-c001-96e1de939bfe"", ""fwo_dispute_resolution-p0005-c002-17ee7a26f511"", ""asic_rg271-p0043-c001-530991c66702"", ""fwo_nes-p0002-c001-ccbca03b65ab"", ""asic_rg271-p0046-c001-5d4b11b8f461"", ""asic_rg271-p0022-c001-c82f21d3ee0b"", ""fwo_dispute_resolution-p0004-c002-51dcb90360e5"", ""asic_rg271-p0014-c002-c83027a54f40""]",2,"[""results/raw/full_r3_v1__cheap__self_check__1b1581710af2__af282e540fce/case_0067/call-01-attempt-01.json"", ""results/raw/full_r3_v1__cheap__self_check__1b1581710af2__af282e540fce/case_0067/call-02-attempt-01.json""]","[""gpt-5.4-nano-2026-03-17"", ""gpt-5.4-nano-2026-03-17""]","[""gpt-5.4-nano-2026-03-17"", ""gpt-5.4-nano-2026-03-17""]",[],"[""stop"", ""stop""]",,deterministic,deterministic label,0.004369600000,openai-standard-2026-08-31,217b709f860486e367878551c3e5034b05d84ed7ee4ed18267746dcc30f4aa9b
case_0068,cheap,gpt-5.4-nano-2026-03-17,self_check,base-v1.0.0+critic-v1.0.0,20260831,ESCALATE,,[],0.62,,,5548,3756,1792,60,0.000862040000,1825,2026-08-31T07:28:03.931Z,results/raw/full_r3_v1__cheap__self_check__1b1581710af2__af282e540fce/case_0068/call-02-attempt-01.json,full_r3_v1__cheap__self_check__1b1581710af2__af282e540fce,af282e540fce4e9e9e354ee5fddfd367ffbe050c134287a35f29653f7d8a5adc,1b1581710af22995c47da1aae2c481b23a293be168a20d5e5765a03d4b4e5cc0,a21a88481f955ea9cfc84c014e0af771b4f5ceca19b1cf470cfc35a19c747920,"[""asic_rg271-p0033-c002-5f7f876bab63"", ""asic_rg271-p0044-c001-332ffec942d6"", ""asic_rg271-p0014-c002-c83027a54f40"", ""fwo_dispute_resolution-p0009-c002-3d485db7e021"", ""fwo_dispute_resolution-p0008-c002-dec9ca7c9c5d"", ""fwo_dispute_resolution-p0011-c001-229dc07ce14d"", ""asic_rg271-p0017-c002-b24515dc5302"", ""asic_rg271-p0008-c002-8f54c97d110a""]",2,"[""results/raw/full_r3_v1__cheap__self_check__1b1581710af2__af282e540fce/case_0068/call-01-attempt-01.json"", ""results/raw/full_r3_v1__cheap__self_check__1b1581710af2__af282e540fce/case_0068/call-02-attempt-01.json""]","[""gpt-5.4-nano-2026-03-17"", ""gpt-5.4-nano-2026-03-17""]","[""gpt-5.4-nano-2026-03-17"", ""gpt-5.4-nano-2026-03-17""]",[],"[""stop"", ""stop""]",,deterministic,operational deferral,0.004124800000,openai-standard-2026-08-31,217b709f860486e367878551c3e5034b05d84ed7ee4ed18267746dcc30f4aa9b
case_0069,cheap,gpt-5.4-nano-2026-03-17,self_check,base-v1.0.0+critic-v1.0.0,20260831,ABSTAIN,,[],0.0,true,,6904,4088,2816,60,0.000948920000,1997,2026-08-31T07:28:05.930Z,results/raw/full_r3_v1__cheap__self_check__1b1581710af2__af282e540fce/case_0069/call-02-attempt-01.json,full_r3_v1__cheap__self_check__1b1581710af2__af282e540fce,af282e540fce4e9e9e354ee5fddfd367ffbe050c134287a35f29653f7d8a5adc,1b1581710af22995c47da1aae2c481b23a293be168a20d5e5765a03d4b4e5cc0,a21a88481f955ea9cfc84c014e0af771b4f5ceca19b1cf470cfc35a19c747920,"[""asic_rg271-p0026-c002-c200df0eb4a7"", ""fwo_dispute_resolution-p0009-c002-3d485db7e021"", ""asic_rg271-p0029-c001-951a4fdedd90"", ""asic_rg271-p0028-c001-c4d0879b3776"", ""fwo_nes-p0001-c001-309168a0031e"", ""asic_rg271-p0005-c002-658d80ce3c8d"", ""asic_rg271-p0019-c001-fe57db53dd3b"", ""fwo_dispute_resolution-p0006-c001-f6b6301cc089""]",2,"[""results/raw/full_r3_v1__cheap__self_check__1b1581710af2__af282e540fce/case_0069/call-01-attempt-01.json"", ""results/raw/full_r3_v1__cheap__self_check__1b1581710af2__af282e540fce/case_0069/call-02-attempt-01.json""]","[""gpt-5.4-nano-2026-03-17"", ""gpt-5.4-nano-2026-03-17""]","[""gpt-5.4-nano-2026-03-17"", ""gpt-5.4-nano-2026-03-17""]",[],"[""stop"", ""stop""]",,deterministic,deterministic label,0.004396000000,openai-standard-2026-08-31,217b709f860486e367878551c3e5034b05d84ed7ee4ed18267746dcc30f4aa9b
case_0070,cheap,gpt-5.4-nano-2026-03-17,self_check,base-v1.0.0+critic-v1.0.0,20260831,ABSTAIN,,[],0.0,true,,6600,3784,2816,60,0.000888120000,2460,2026-08-31T07:28:08.391Z,results/raw/full_r3_v1__cheap__self_check__1b1581710af2__af282e540fce/case_0070/call-02-attempt-01.json,full_r3_v1__cheap__self_check__1b1581710af2__af282e540fce,af282e540fce4e9e9e354ee5fddfd367ffbe050c134287a35f29653f7d8a5adc,1b1581710af22995c47da1aae2c481b23a293be168a20d5e5765a03d4b4e5cc0,a21a88481f955ea9cfc84c014e0af771b4f5ceca19b1cf470cfc35a19c747920,"[""asic_rg271-p0007-c001-77021d86c294"", ""asic_rg271-p0035-c001-c3bc1825ac83"", ""asic_rg271-p0031-c002-9a36cf6e6c14"", ""asic_rg271-p0023-c002-ff9992fc02f9"", ""asic_rg271-p0053-c002-9e312777bcb0"", ""fwo_dispute_resolution-p0009-c001-20723c6f1697"", ""asic_rg271-p0004-c001-fde204a5871a"", ""asic_rg271-p0010-c001-531fc202d564""]",2,"[""results/raw/full_r3_v1__cheap__self_check__1b1581710af2__af282e540fce/case_0070/call-01-attempt-01.json"", ""results/raw/full_r3_v1__cheap__self_check__1b1581710af2__af282e540fce/case_0070/call-02-attempt-01.json""]","[""gpt-5.4-nano-2026-03-17"", ""gpt-5.4-nano-2026-03-17""]","[""gpt-5.4-nano-2026-03-17"", ""gpt-5.4-nano-2026-03-17""]",[],"[""stop"", ""stop""]",,deterministic,deterministic label,0.004335200000,openai-standard-2026-08-31,217b709f860486e367878551c3e5034b05d84ed7ee4ed18267746dcc30f4aa9b
case_0071,cheap,gpt-5.4-nano-2026-03-17,self_check,base-v1.0.0+critic-v1.0.0,20260831,ABSTAIN,,[],0.2,true,,6644,3828,2816,60,0.000896920000,1885,2026-08-31T07:28:10.279Z,results/raw/full_r3_v1__cheap__self_check__1b1581710af2__af282e540fce/case_0071/call-02-attempt-01.json,full_r3_v1__cheap__self_check__1b1581710af2__af282e540fce,af282e540fce4e9e9e354ee5fddfd367ffbe050c134287a35f29653f7d8a5adc,1b1581710af22995c47da1aae2c481b23a293be168a20d5e5765a03d4b4e5cc0,a21a88481f955ea9cfc84c014e0af771b4f5ceca19b1cf470cfc35a19c747920,"[""fwo_nes-p0001-c002-e38bf8c54211"", ""fwo_nes-p0001-c001-309168a0031e"", ""fwo_nes-p0002-c001-ccbca03b65ab"", ""fwo_dispute_resolution-p0005-c002-17ee7a26f511"", ""asic_rg271-p0014-c002-c83027a54f40"", ""fwo_dispute_resolution-p0005-c001-96e1de939bfe"", ""fwo_dispute_resolution-p0003-c001-1a4a5fb3c291"", ""asic_rg271-p0022-c002-f82589af8eb4""]",2,"[""results/raw/full_r3_v1__cheap__self_check__1b1581710af2__af282e540fce/case_0071/call-01-attempt-01.json"", ""results/raw/full_r3_v1__cheap__self_check__1b1581710af2__af282e540fce/case_0071/call-02-attempt-01.json""]","[""gpt-5.4-nano-2026-03-17"", ""gpt-5.4-nano-2026-03-17""]","[""gpt-5.4-nano-2026-03-17"", ""gpt-5.4-nano-2026-03-17""]",[],"[""stop"", ""stop""]",,deterministic,deterministic label,0.004344000000,openai-standard-2026-08-31,217b709f860486e367878551c3e5034b05d84ed7ee4ed18267746dcc30f4aa9b
case_0072,cheap,gpt-5.4-nano-2026-03-17,self_check,base-v1.0.0+critic-v1.0.0,20260831,ABSTAIN,,[],0.2,false,,7336,4520,2816,60,0.001035320000,1917,2026-08-31T07:28:12.198Z,results/raw/full_r3_v1__cheap__self_check__1b1581710af2__af282e540fce/case_0072/call-02-attempt-01.json,full_r3_v1__cheap__self_check__1b1581710af2__af282e540fce,af282e540fce4e9e9e354ee5fddfd367ffbe050c134287a35f29653f7d8a5adc,1b1581710af22995c47da1aae2c481b23a293be168a20d5e5765a03d4b4e5cc0,a21a88481f955ea9cfc84c014e0af771b4f5ceca19b1cf470cfc35a19c747920,"[""asic_rg271-p0030-c001-01c8b4e666b6"", ""asic_rg271-p0029-c001-951a4fdedd90"", ""asic_rg271-p0029-c002-d8812abaf76c"", ""asic_rg271-p0022-c001-c82f21d3ee0b"", ""asic_rg271-p0031-c001-6da530809372"", ""asic_rg271-p0028-c001-c4d0879b3776"", ""asic_rg271-p0037-c001-bf404fb626f9"", ""asic_rg271-p0042-c001-93262950c49e""]",2,"[""results/raw/full_r3_v1__cheap__self_check__1b1581710af2__af282e540fce/case_0072/call-01-attempt-01.json"", ""results/raw/full_r3_v1__cheap__self_check__1b1581710af2__af282e540fce/case_0072/call-02-attempt-01.json""]","[""gpt-5.4-nano-2026-03-17"", ""gpt-5.4-nano-2026-03-17""]","[""gpt-5.4-nano-2026-03-17"", ""gpt-5.4-nano-2026-03-17""]",[],"[""stop"", ""stop""]",,deterministic,deterministic label,0.004482400000,openai-standard-2026-08-31,217b709f860486e367878551c3e5034b05d84ed7ee4ed18267746dcc30f4aa9b
case_0073,cheap,gpt-5.4-nano-2026-03-17,self_check,base-v1.0.0+critic-v1.0.0,20260831,ABSTAIN,,[],0.98,true,,5626,3834,1792,60,0.000877640000,2099,2026-08-31T07:28:14.298Z,results/raw/full_r3_v1__cheap__self_check__1b1581710af2__af282e540fce/case_0073/call-02-attempt-01.json,full_r3_v1__cheap__self_check__1b1581710af2__af282e540fce,af282e540fce4e9e9e354ee5fddfd367ffbe050c134287a35f29653f7d8a5adc,1b1581710af22995c47da1aae2c481b23a293be168a20d5e5765a03d4b4e5cc0,a21a88481f955ea9cfc84c014e0af771b4f5ceca19b1cf470cfc35a19c747920,"[""fwo_dispute_resolution-p0010-c001-fcbb30ef4ad7"", ""fwo_dispute_resolution-p0003-c001-1a4a5fb3c291"", ""fwo_dispute_resolution-p0005-c002-17ee7a26f511"", ""fwo_dispute_resolution-p0013-c001-d096fff26b96"", ""fwo_dispute_resolution-p0012-c001-ea3701250a07"", ""fwo_dispute_resolution-p0013-c002-4c207fab1c1c"", ""fwo_dispute_resolution-p0009-c002-3d485db7e021"", ""fwo_nes-p0002-c002-9e4b76a8c585""]",2,"[""results/raw/full_r3_v1__cheap__self_check__1b1581710af2__af282e540fce/case_0073/call-01-attempt-01.json"", ""results/raw/full_r3_v1__cheap__self_check__1b1581710af2__af282e540fce/case_0073/call-02-attempt-01.json""]","[""gpt-5.4-nano-2026-03-17"", ""gpt-5.4-nano-2026-03-17""]","[""gpt-5.4-nano-2026-03-17"", ""gpt-5.4-nano-2026-03-17""]",[],"[""stop"", ""stop""]",,deterministic,deterministic label,0.004140400000,openai-standard-2026-08-31,217b709f860486e367878551c3e5034b05d84ed7ee4ed18267746dcc30f4aa9b
case_0074,cheap,gpt-5.4-nano-2026-03-17,self_check,base-v1.0.0+critic-v1.0.0,20260831,ESCALATE,,[],0.74,,,7030,4214,2816,118,0.001046620000,2169,2026-08-31T07:28:16.469Z,results/raw/full_r3_v1__cheap__self_check__1b1581710af2__af282e540fce/case_0074/call-02-attempt-01.json,full_r3_v1__cheap__self_check__1b1581710af2__af282e540fce,af282e540fce4e9e9e354ee5fddfd367ffbe050c134287a35f29653f7d8a5adc,1b1581710af22995c47da1aae2c481b23a293be168a20d5e5765a03d4b4e5cc0,a21a88481f955ea9cfc84c014e0af771b4f5ceca19b1cf470cfc35a19c747920,"[""fwo_dispute_resolution-p0011-c001-229dc07ce14d"", ""fwo_dispute_resolution-p0003-c001-1a4a5fb3c291"", ""fwo_dispute_resolution-p0010-c002-4f814531e440"", ""asic_rg271-p0037-c001-bf404fb626f9"", ""asic_rg271-p0022-c002-f82589af8eb4"", ""asic_rg271-p0026-c001-cc581125fdf3"", ""asic_rg271-p0016-c001-1d36cbf1ff44"", ""asic_rg271-p0035-c001-c3bc1825ac83""]",2,"[""results/raw/full_r3_v1__cheap__self_check__1b1581710af2__af282e540fce/case_0074/call-01-attempt-01.json"", ""results/raw/full_r3_v1__cheap__self_check__1b1581710af2__af282e540fce/case_0074/call-02-attempt-01.json""]","[""gpt-5.4-nano-2026-03-17"", ""gpt-5.4-nano-2026-03-17""]","[""gpt-5.4-nano-2026-03-17"", ""gpt-5.4-nano-2026-03-17""]",[],"[""stop"", ""stop""]",,deterministic,operational deferral,0.004421200000,openai-standard-2026-08-31,217b709f860486e367878551c3e5034b05d84ed7ee4ed18267746dcc30f4aa9b
case_0075,cheap,gpt-5.4-nano-2026-03-17,self_check,base-v1.0.0+critic-v1.0.0,20260831,ESCALATE,,[],0.66,,,7120,4304,2816,60,0.000992120000,2450,2026-08-31T07:28:18.926Z,results/raw/full_r3_v1__cheap__self_check__1b1581710af2__af282e540fce/case_0075/call-02-attempt-01.json,full_r3_v1__cheap__self_check__1b1581710af2__af282e540fce,af282e540fce4e9e9e354ee5fddfd367ffbe050c134287a35f29653f7d8a5adc,1b1581710af22995c47da1aae2c481b23a293be168a20d5e5765a03d4b4e5cc0,a21a88481f955ea9cfc84c014e0af771b4f5ceca19b1cf470cfc35a19c747920,"[""asic_rg271-p0025-c002-cf7e92ab69f7"", ""asic_rg271-p0024-c001-b4bba4141d6f"", ""asic_rg271-p0021-c001-eedd18e219b1"", ""asic_rg271-p0025-c001-ccae911d4a7d"", ""asic_rg271-p0020-c001-065c65220d78"", ""asic_rg271-p0032-c002-4ef82650a6b8"", ""asic_rg271-p0032-c001-61d82cea4a65"", ""asic_rg271-p0024-c002-697510822942""]",2,"[""results/raw/full_r3_v1__cheap__self_check__1b1581710af2__af282e540fce/case_0075/call-01-attempt-01.json"", ""results/raw/full_r3_v1__cheap__self_check__1b1581710af2__af282e540fce/case_0075/call-02-attempt-01.json""]","[""gpt-5.4-nano-2026-03-17"", ""gpt-5.4-nano-2026-03-17""]","[""gpt-5.4-nano-2026-03-17"", ""gpt-5.4-nano-2026-03-17""]",[],"[""stop"", ""stop""]",,deterministic,operational deferral,0.004439200000,openai-standard-2026-08-31,217b709f860486e367878551c3e5034b05d84ed7ee4ed18267746dcc30f4aa9b
case_0076,cheap,gpt-5.4-nano-2026-03-17,self_check,base-v1.0.0+critic-v1.0.0,20260831,ANSWER,"Yes. The guide says a financial firm may acknowledge a complaint verbally or in writing (including email, post or social media channels).","[""asic_rg271-p0019-c001-fe57db53dd3b""]",0.9,,,6652,3836,2816,142,0.001001020000,2165,2026-08-31T07:28:21.096Z,results/raw/full_r3_v1__cheap__self_check__1b1581710af2__af282e540fce/case_0076/call-02-attempt-01.json,full_r3_v1__cheap__self_check__1b1581710af2__af282e540fce,af282e540fce4e9e9e354ee5fddfd367ffbe050c134287a35f29653f7d8a5adc,1b1581710af22995c47da1aae2c481b23a293be168a20d5e5765a03d4b4e5cc0,a21a88481f955ea9cfc84c014e0af771b4f5ceca19b1cf470cfc35a19c747920,"[""asic_rg271-p0024-c002-697510822942"", ""asic_rg271-p0019-c001-fe57db53dd3b"", ""fwo_dispute_resolution-p0012-c001-ea3701250a07"", ""asic_rg271-p0014-c001-2450831dba3b"", ""fwo_dispute_resolution-p0006-c002-8583247496db"", ""asic_rg271-p0031-c001-6da530809372"", ""asic_rg271-p0032-c001-61d82cea4a65"", ""asic_rg271-p0013-c002-bb0917000e53""]",2,"[""results/raw/full_r3_v1__cheap__self_check__1b1581710af2__af282e540fce/case_0076/call-01-attempt-01.json"", ""results/raw/full_r3_v1__cheap__self_check__1b1581710af2__af282e540fce/case_0076/call-02-attempt-01.json""]","[""gpt-5.4-nano-2026-03-17"", ""gpt-5.4-nano-2026-03-17""]","[""gpt-5.4-nano-2026-03-17"", ""gpt-5.4-nano-2026-03-17""]",[],"[""stop"", ""stop""]",,pending_manual_adjudication,manual answer and citation adjudication required,0.004345600000,openai-standard-2026-08-31,217b709f860486e367878551c3e5034b05d84ed7ee4ed18267746dcc30f4aa9b
case_0077,cheap,gpt-5.4-nano-2026-03-17,self_check,base-v1.0.0+critic-v1.0.0,20260831,ANSWER,"The guide recommends putting things in writing—having written contracts of employment and clear workplace policies—because it makes entitlements and rules clear for everyone, which could save time and money that might otherwise be spent sorting out misunderstandings, resolving disputes, or defending claims in a tribunal or court.","[""fwo_dispute_resolution-p0007-c001-d4d8c6bac927""]",0.98,,,6389,3573,2816,202,0.001023420000,2633,2026-08-31T07:28:23.731Z,results/raw/full_r3_v1__cheap__self_check__1b1581710af2__af282e540fce/case_0077/call-02-attempt-01.json,full_r3_v1__cheap__self_check__1b1581710af2__af282e540fce,af282e540fce4e9e9e354ee5fddfd367ffbe050c134287a35f29653f7d8a5adc,1b1581710af22995c47da1aae2c481b23a293be168a20d5e5765a03d4b4e5cc0,a21a88481f955ea9cfc84c014e0af771b4f5ceca19b1cf470cfc35a19c747920,"[""fwo_dispute_resolution-p0007-c001-d4d8c6bac927"", ""fwo_nes-p0002-c001-ccbca03b65ab"", ""fwo_nes-p0001-c002-e38bf8c54211"", ""fwo_dispute_resolution-p0009-c001-20723c6f1697"", ""fwo_dispute_resolution-p0005-c002-17ee7a26f511"", ""fwo_dispute_resolution-p0004-c002-51dcb90360e5"", ""fwo_dispute_resolution-p0003-c002-ea94c2b65bc3"", ""fwo_nes-p0001-c001-309168a0031e""]",2,"[""results/raw/full_r3_v1__cheap__self_check__1b1581710af2__af282e540fce/case_0077/call-01-attempt-01.json"", ""results/raw/full_r3_v1__cheap__self_check__1b1581710af2__af282e540fce/case_0077/call-02-attempt-01.json""]","[""gpt-5.4-nano-2026-03-17"", ""gpt-5.4-nano-2026-03-17""]","[""gpt-5.4-nano-2026-03-17"", ""gpt-5.4-nano-2026-03-17""]",[],"[""stop"", ""stop""]",,pending_manual_adjudication,manual answer and citation adjudication required,0.004293000000,openai-standard-2026-08-31,217b709f860486e367878551c3e5034b05d84ed7ee4ed18267746dcc30f4aa9b
